serverid,timestamp,cpu_usage,memory_usage,disk_usage,network_latency
srv-001,2025-08-09 18:31:00,43.370527937515256,61.63704767326386,64.45776295034212,34.842440747213
srv-001,2025-08-09 18:36:00,38.32159004963963,62.85676657893566,58.2679103534878,36.898868107327814
srv-001,2025-08-09 18:41:00,32.93480334472159,68.84789072858563,63.228708110912855,38.76393742188855
srv-001,2025-08-09 18:46:00,36.94534603528857,62.59979491228935,69.82938788729457,39.077503229754136
srv-001,2025-08-09 18:51:00,34.76422692054303,50.845632910368856,55.9142122306606,31.78998994185234
srv-001,2025-08-09 18:56:00,42.11820993788302,59.80236977394174,65.57035930992791,27.669594881111905
srv-001,2025-08-09 19:01:00,47.530808461812555,59.08826540421408,66.7050974368421,51.00041803056504
srv-001,2025-08-09 19:06:00,48.89139448566881,62.85288278054945,66.01011158593262,44.76536738092611
srv-001,2025-08-09 19:11:00,37.44198408411191,60.658328746404386,66.53672224534749,33.213448156941354
srv-001,2025-08-09 19:16:00,38.85806575962401,65.62005780001375,61.10552221589348,46.45704581716422
srv-001,2025-08-09 19:21:00,33.20092040187409,59.93507520112445,52.24095984511137,40.33467840420449
srv-001,2025-08-09 19:26:00,46.73901103297988,60.08913857132344,67.81245867040936,42.379076389703016
srv-001,2025-08-09 19:31:00,30.768525449503272,61.24887825958708,62.91514091616271,38.94992309679792
srv-001,2025-08-09 19:36:00,28.69945468685359,60.7858459101564,59.13975687964235,40.96395013749914
srv-001,2025-08-09 19:41:00,31.816304305182086,57.11174279241766,66.04294409726478,31.134496103841332
srv-001,2025-08-09 19:46:00,36.089712386760276,68.64361797549834,60.145225231379676,19.447486571618768
srv-001,2025-08-09 19:51:00,43.04730526777336,60.34661318019182,63.81580617904994,43.778457429020975
srv-001,2025-08-09 19:56:00,36.39749966548308,58.97174376073795,63.27238853431783,36.48173250704301
srv-001,2025-08-09 20:01:00,34.35430533119593,58.3431863445901,61.43389991418991,30.104611240098855
srv-001,2025-08-09 20:06:00,33.67726362136039,55.80997516677836,66.36243840172308,33.54467590216297
srv-001,2025-08-09 20:11:00,35.50029600546197,49.79365580944092,58.788885563449774,43.3311578880608
srv-001,2025-08-09 20:16:00,30.157343391068924,58.42719295187098,51.964881455431765,33.70029353455974
srv-001,2025-08-09 20:21:00,33.29000962443915,59.74120983185052,56.923168496140605,22.855077455155858
srv-001,2025-08-09 20:26:00,44.1948645194548,55.36201554096875,58.66371519610596,47.34376702311327
srv-001,2025-08-09 20:31:00,43.936099520378846,66.96190028652215,68.68840100881222,43.590469551600854
srv-001,2025-08-09 20:36:00,42.139776037646826,55.767029223941705,65.80794977740182,51.77007815844263
srv-001,2025-08-09 20:41:00,41.61651436922546,64.34839868126478,57.94791593352759,45.47944312262436
srv-001,2025-08-09 20:46:00,42.67465276011071,67.55911810837107,63.12251309038884,42.7135622607659
srv-001,2025-08-09 20:51:00,28.660605315837117,56.82762016992845,61.58907659418827,35.940813429484635
srv-001,2025-08-09 20:56:00,31.50961641097689,67.06343116644415,62.11274131290787,43.59091845374139
srv-001,2025-08-09 21:01:00,37.77881679226792,53.79705512297415,65.85885251086061,36.56179338410135
srv-001,2025-08-09 21:06:00,39.08424036436634,65.11538672926535,66.03242406931484,32.52763674321317
srv-001,2025-08-09 21:11:00,48.007064278396726,58.59477006054054,64.70475888161516,40.80246884903751
srv-001,2025-08-09 21:16:00,43.45230796599293,64.10099017918968,58.53637325989241,50.23859930526267
srv-001,2025-08-09 21:21:00,41.45673625099358,66.19583500865315,62.58577592191585,43.09268607997374
srv-001,2025-08-09 21:26:00,42.33125098763563,62.790364827635315,61.364111601386924,55.039138988916115
srv-001,2025-08-09 21:31:00,33.9872447508181,62.789070220484554,70.5996383788912,32.81324300386596
srv-001,2025-08-09 21:36:00,35.82013065714098,62.97598514105384,66.72791473243338,30.606316343001218
srv-001,2025-08-09 21:41:00,47.108537954611876,61.92673300836803,63.53773285533709,42.13903184857472
srv-001,2025-08-09 21:46:00,35.45355739805448,61.82222871665939,53.99706779961254,53.66314654016116
srv-001,2025-08-09 21:51:00,39.9115173615711,63.74476859160479,61.71835105695541,49.54569888998206
srv-001,2025-08-09 21:56:00,43.368418425670534,54.78437723651159,63.57578840420318,35.17585431887999
srv-001,2025-08-09 22:01:00,37.91207464791179,53.182525645522915,58.354712598197075,27.527910236369586
srv-001,2025-08-09 22:06:00,33.502676358235014,59.13542012071596,61.41237447134048,29.2909569006903
srv-001,2025-08-09 22:11:00,39.56608015760871,67.0917975726031,62.44195208699048,31.589828478740557
srv-001,2025-08-09 22:16:00,36.44890924524133,63.07199780009691,61.705615066647994,43.497003648333965
srv-001,2025-08-09 22:21:00,40.58110868890589,60.29956387304249,55.09939156059392,32.40621876761038
srv-001,2025-08-09 22:26:00,36.540598765589664,57.22679105065705,63.264829779836525,45.34020754864598
srv-001,2025-08-09 22:31:00,40.12461374828034,60.53515771154729,55.968901623069236,47.37032066287912
srv-001,2025-08-09 22:36:00,34.23162876049247,60.80261577263771,56.61238294677857,42.93931557624924
srv-001,2025-08-09 22:41:00,45.83835270996285,58.757854557616184,63.82316047080275,37.95898518928208
srv-001,2025-08-09 22:46:00,42.47039355604152,60.16485409889245,67.78314011434821,51.119910715665334
srv-001,2025-08-09 22:51:00,38.79596297968227,66.72056255892782,54.71246375772274,36.100381663085436
srv-001,2025-08-09 22:56:00,50.45556286151584,56.884780118870495,71.14810877453965,36.76741589667696
srv-001,2025-08-09 23:01:00,42.18911046418556,61.51538281859898,64.8912909217682,42.066209150379244
srv-001,2025-08-09 23:06:00,43.88107260834384,57.678846242237896,70.96723554169162,33.768170897439816
srv-001,2025-08-09 23:11:00,50.7359236180804,60.13546321409432,57.9219871867149,50.029384253048185
srv-001,2025-08-09 23:16:00,41.899981962638876,51.62287227800627,54.51269443316855,37.077362452934096
srv-001,2025-08-09 23:21:00,54.111051159492845,56.7634530647624,66.09857025518664,39.71107463012559
srv-001,2025-08-09 23:26:00,48.12874566501033,57.39664994524023,72.82403684163687,43.27360905641496
srv-001,2025-08-09 23:31:00,51.61282198845595,66.58851371931962,59.91314007680741,39.18248926977205
srv-001,2025-08-09 23:36:00,37.80456915847259,64.98692469895357,60.055342922534756,48.623469238084596
srv-001,2025-08-09 23:41:00,34.836768268050065,56.421801724222206,61.67941092429176,44.947305683655586
srv-001,2025-08-09 23:46:00,45.02870756649841,57.00734212363581,63.25259492607199,40.859805702282294
srv-001,2025-08-09 23:51:00,47.42184459662225,64.3019705322338,64.07080605620092,44.03628365897645
srv-001,2025-08-09 23:56:00,44.752597423357386,57.63121844072123,60.273154379655644,34.4506760145302
srv-001,2025-08-10 00:01:00,32.86954478581157,54.53247544082251,64.36800034729328,36.47805244856483
srv-001,2025-08-10 00:06:00,47.472126327844336,56.581051924043685,53.26947489177185,33.416845830916174
srv-001,2025-08-10 00:11:00,44.17577049888543,63.52292614895794,60.75305598232625,43.37479675846553
srv-001,2025-08-10 00:16:00,56.89499319947154,59.60127666271803,67.5686794219231,38.015374174668146
srv-001,2025-08-10 00:21:00,38.65055344292311,59.39988572332949,68.84403707016436,42.55614510949112
srv-001,2025-08-10 00:26:00,58.464407676744244,59.8698947669786,56.14217666342667,51.070173710861845
srv-001,2025-08-10 00:31:00,50.948257530186204,59.88165946349516,66.89318257450185,26.619811573891496
srv-001,2025-08-10 00:36:00,45.59437955083183,66.37581222610436,67.43826467634125,47.01416502693517
srv-001,2025-08-10 00:41:00,46.52816244236816,57.23144632385454,63.08009414565995,36.15928590155386
srv-001,2025-08-10 00:46:00,58.35358584559832,64.19377822573084,64.86351183174023,36.24325610918784
srv-001,2025-08-10 00:51:00,54.970036827183435,70.27660323027747,68.69136779377955,43.03987272088677
srv-001,2025-08-10 00:56:00,44.16295572810908,66.84510865552625,67.7961547044888,47.33074421494361
srv-001,2025-08-10 01:01:00,48.16416011195522,66.64127072467298,60.90848657735391,51.99535553333517
srv-001,2025-08-10 01:06:00,44.93022693691764,63.110055175658914,61.44215706353133,34.7541660042908
srv-001,2025-08-10 01:11:00,44.43400175158155,67.45691599604497,71.17693690259951,44.99436971670124
srv-001,2025-08-10 01:16:00,47.04843924322059,66.33421585150575,59.83160196887877,51.806704738333394
srv-001,2025-08-10 01:21:00,51.882768576775405,64.4578748820294,65.74875624052922,44.61084009149752
srv-001,2025-08-10 01:26:00,40.37404540298851,60.975868498456656,51.28695387113487,38.766474715343335
srv-001,2025-08-10 01:31:00,40.535981940511924,63.331326338084274,66.52820610647866,25.024472940445257
srv-001,2025-08-10 01:36:00,51.20571475279847,67.05081258796835,66.17092083749003,44.25511136486144
srv-001,2025-08-10 01:41:00,55.9474381914645,70.44031685648555,58.493559170279404,48.79711430556334
srv-001,2025-08-10 01:46:00,46.66426285569387,60.90115218452646,59.565175647787115,53.18989831937098
srv-001,2025-08-10 01:51:00,49.89351035181378,68.0764785745836,58.584723873317685,43.06347441565219
srv-001,2025-08-10 01:56:00,50.987516674878414,66.30953708650605,65.1066056929778,49.8685433534235
srv-001,2025-08-10 02:01:00,47.53037462400363,57.977900184943,61.94201195704737,36.221657149371325
srv-001,2025-08-10 02:06:00,49.88599382329814,64.52817814565256,52.86355300789032,35.80894655957567
srv-001,2025-08-10 02:11:00,60.44843580496132,67.31359211761833,65.33552445320406,51.75245535973967
srv-001,2025-08-10 02:16:00,53.41999600472035,62.68490199726993,62.59054748304622,44.917975942243714
srv-001,2025-08-10 02:21:00,50.51019424232327,56.95102672417252,65.4167738110584,51.74176298877985
srv-001,2025-08-10 02:26:00,41.370898076879115,56.700902663443514,67.78194629070295,34.693211046407555
srv-001,2025-08-10 02:31:00,45.40449407455179,55.67719728960974,56.237356449899174,38.66997405847842
srv-001,2025-08-10 02:36:00,51.17970227600399,67.08405229865062,60.879265675861014,39.695249804637385
srv-001,2025-08-10 02:41:00,43.69144932230114,55.39437205087263,67.08382084519353,39.790551798537315
srv-001,2025-08-10 02:46:00,43.89880736157639,62.50652885941548,64.37418437974759,40.217660070045746
srv-001,2025-08-10 02:51:00,43.210207597354014,57.4807127547929,69.76885773311629,45.393101545036764
srv-001,2025-08-10 02:56:00,50.38054970757305,60.448380253101725,65.05234414476251,44.99795244052162
srv-001,2025-08-10 03:01:00,43.13361008757428,64.62564303675141,67.76291254079308,33.40322380917594
srv-001,2025-08-10 03:06:00,51.779359053537576,65.62463077819703,63.450175143135375,52.83279519279902
srv-001,2025-08-10 03:11:00,49.449026257338616,64.73519328532349,66.90220579046596,43.874841661838595
srv-001,2025-08-10 03:16:00,48.11189160405105,63.808049179824316,61.474890807848155,42.70455600685695
srv-001,2025-08-10 03:21:00,49.07789061019157,58.75989396119951,63.576471432794875,51.95879893124403
srv-001,2025-08-10 03:26:00,50.11859001799572,57.591385297033575,61.99274631157016,35.70227720297005
srv-001,2025-08-10 03:31:00,58.68779610301415,67.94470251785334,64.4209929216311,42.719679882573956
srv-001,2025-08-10 03:36:00,54.99976761040509,47.99478473661282,65.95599229913678,44.22227979096282
srv-001,2025-08-10 03:41:00,54.59650822009708,51.768550572653325,61.41535459122717,29.3454584792975
srv-001,2025-08-10 03:46:00,45.00680263091379,56.68880161746586,63.25253345385175,40.502969213817536
srv-001,2025-08-10 03:51:00,55.43612872219239,63.25388423966476,68.84981355397315,46.65860317802269
srv-001,2025-08-10 03:56:00,51.57852415207593,62.76507966151095,60.977478784688806,56.082382056984486
srv-001,2025-08-10 04:01:00,52.85365818176078,58.653520631887844,64.1192247528433,47.50132376321448
srv-001,2025-08-10 04:06:00,63.72689565692378,69.35310207716685,63.10596144939253,50.89842342908157
srv-001,2025-08-10 04:11:00,51.635623595375954,64.39839320430637,60.478550539440114,58.099527793992834
srv-001,2025-08-10 04:16:00,58.75338190093617,58.493333491351144,64.9277541034239,31.207866049971646
srv-001,2025-08-10 04:21:00,51.91671283464633,65.39784687308048,61.421074211244765,55.942792620634485
srv-001,2025-08-10 04:26:00,60.218961671666754,63.81334193596452,62.20641681411928,51.948737704609215
srv-001,2025-08-10 04:31:00,47.13810488731382,60.868638958775975,57.310988488667675,41.450679054876126
srv-001,2025-08-10 04:36:00,49.19698528030901,63.69201239593726,61.87343094665317,41.211901380508586
srv-001,2025-08-10 04:41:00,48.257163785065856,67.61256911983298,68.41052663195546,26.1275443862733
srv-001,2025-08-10 04:46:00,48.74404102119756,67.2154633111532,61.09896277541971,57.5781580695286
srv-001,2025-08-10 04:51:00,55.63242038919078,61.5547434722261,54.495274662042526,46.749293710397545
srv-001,2025-08-10 04:56:00,56.42916989870125,65.2586531388246,64.94536814228475,47.192020429480785
srv-001,2025-08-10 05:01:00,55.06245705370046,71.53921119496827,63.844860472278846,48.39374454695767
srv-001,2025-08-10 05:06:00,43.30033749166222,59.037269146951125,61.10580808961356,50.611032067296414
srv-001,2025-08-10 05:11:00,52.387309502799305,62.091120688741135,63.81392479198302,44.67563348142245
srv-001,2025-08-10 05:16:00,45.75946147148004,68.16807924881624,53.86521646641807,27.67093223740593
srv-001,2025-08-10 05:21:00,64.61613182964493,63.52084535268398,71.22503189199453,40.95168091127883
srv-001,2025-08-10 05:26:00,61.278022595912915,64.81862887571297,60.94471170733338,55.63398141979809
srv-001,2025-08-10 05:31:00,49.863582276426335,58.78068692766389,56.948151601823156,39.91065617678041
srv-001,2025-08-10 05:36:00,57.6367916142749,67.86511740466189,60.05291096359165,30.105283088585036
srv-001,2025-08-10 05:41:00,43.92946505147779,50.86347999242817,64.70344172454648,29.85004786721317
srv-001,2025-08-10 05:46:00,59.12088371687594,62.680398047864216,61.443718013242005,55.33717744933763
srv-001,2025-08-10 05:51:00,60.55899118729329,68.16021015711827,67.6015176582172,51.753953417972525
srv-001,2025-08-10 05:56:00,47.690915761639715,63.13063234040496,69.57536208091076,42.83479105351493
srv-001,2025-08-10 06:01:00,51.475075338880764,71.25005296845302,67.90790629126596,37.507085325214454
srv-001,2025-08-10 06:06:00,56.171091805343785,66.57198398353638,65.52124747399924,36.84203253690616
srv-001,2025-08-10 06:11:00,56.06802382670496,68.56060099428662,65.85224470527223,43.64714689901934
srv-001,2025-08-10 06:16:00,55.67810583904146,61.74793609484372,61.5871289930711,41.429293274638184
srv-001,2025-08-10 06:21:00,60.94334774009805,61.76664344242987,63.31996242844327,41.594780740561696
srv-001,2025-08-10 06:26:00,58.24563493540481,67.9118651501478,66.56977002833581,42.44524834418239
srv-001,2025-08-10 06:31:00,55.59999220962112,68.43308580397223,67.03840287937778,39.935245783164206
srv-001,2025-08-10 06:36:00,62.049769137411815,67.14606443589633,59.320818542689764,46.734905911088894
srv-001,2025-08-10 06:41:00,56.45358761347542,60.27418546542813,73.5675485202455,37.026395955062426
srv-001,2025-08-10 06:46:00,49.32700476327549,64.6824704238903,64.0886457630209,44.08106073262917
srv-001,2025-08-10 06:51:00,57.640945835228436,64.50309269335052,62.51884465573028,47.10554220756142
srv-001,2025-08-10 06:56:00,49.699597674501824,62.97173707227376,62.8579395781815,40.61938720966013
srv-001,2025-08-10 07:01:00,49.54544626285789,62.21211665297984,69.02978353687186,49.9912437234042
srv-001,2025-08-10 07:06:00,54.94556161970257,61.24594633644134,69.12267317265405,42.049617603638346
srv-001,2025-08-10 07:11:00,54.230052709141255,61.8336742843692,64.2655933178978,42.97156016777635
srv-001,2025-08-10 07:16:00,50.638173490988116,65.43433362712038,68.6058072610844,41.40365045428222
srv-001,2025-08-10 07:21:00,64.17188213780224,66.8014839339057,62.365183626076316,42.25482770920408
srv-001,2025-08-10 07:26:00,51.003483423791735,64.5638648735649,65.15754251707554,42.21703705557977
srv-001,2025-08-10 07:31:00,57.32819804283166,60.10435886088709,66.16322643610782,49.73464813615118
srv-001,2025-08-10 07:36:00,50.784893829705304,52.102074273602504,60.406123123900755,58.01039287655114
srv-001,2025-08-10 07:41:00,56.39784696024024,66.74731233435149,56.01849428498193,37.31207561820851
srv-001,2025-08-10 07:46:00,47.42022381253081,62.76212524334292,65.76674203943163,50.08439684997758
srv-001,2025-08-10 07:51:00,47.34346284639977,69.7426116154427,61.722613945089805,46.38117097274162
srv-001,2025-08-10 07:56:00,63.92219530741933,64.46714666884114,61.478987686301195,48.66231807093121
srv-001,2025-08-10 08:01:00,50.09598513769228,57.347080811702455,65.68195985422224,29.776684199319163
srv-001,2025-08-10 08:06:00,58.27201837109699,57.178677858735014,62.245422085893175,53.10419980138488
srv-001,2025-08-10 08:11:00,46.66723093533228,63.924100973429496,69.44382683626596,32.06691315773664
srv-001,2025-08-10 08:16:00,49.270983278950425,57.26750270903448,62.687591926479236,43.01989762567021
srv-001,2025-08-10 08:21:00,42.1907348794938,63.386043971841495,65.70609841497266,43.9732241319174
srv-001,2025-08-10 08:26:00,49.922964393087824,67.07969385106897,59.58355277426929,24.634192294587503
srv-001,2025-08-10 08:31:00,56.45522914676849,60.896452479908135,63.41194282687206,42.486683641451705
srv-001,2025-08-10 08:36:00,49.41577823994717,61.86114445855752,63.683000197831745,36.85113317737683
srv-001,2025-08-10 08:41:00,49.483467131074896,63.489200801845556,62.46330624134852,40.16957779323517
srv-001,2025-08-10 08:46:00,56.85676394195616,66.34764911482526,65.20065269379893,42.50209185156278
srv-001,2025-08-10 08:51:00,45.648446451604045,59.141439603219794,65.69829398193956,31.249739415444346
srv-001,2025-08-10 08:56:00,48.69592480423779,67.79028661197596,64.6249802035098,33.08935723369464
srv-001,2025-08-10 09:01:00,43.57087516527334,57.23006223986605,64.42802560602495,39.82478897782808
srv-001,2025-08-10 09:06:00,47.872495122475804,68.80130865724509,59.357033754233015,41.48806558049408
srv-001,2025-08-10 09:11:00,49.36031899356474,60.34038318013636,66.8468095559198,37.8583235544157
srv-001,2025-08-10 09:16:00,55.593831391121995,72.15867115642534,65.3222749802417,51.107961788297594
srv-001,2025-08-10 09:21:00,44.70886475482546,59.01822718570592,64.44127602592684,35.7350843852602
srv-001,2025-08-10 09:26:00,49.18007380168436,61.28915069204526,71.40328801810158,48.44454639415515
srv-001,2025-08-10 09:31:00,54.62477911743318,55.87801583908285,65.781606128047,36.90259156023145
srv-001,2025-08-10 09:36:00,40.72339107971705,58.17315902459734,67.53960304602873,37.054448770613014
srv-001,2025-08-10 09:41:00,58.60337731336736,69.80167374490243,65.17989111411495,48.65723778403967
srv-001,2025-08-10 09:46:00,54.3476580917832,70.10920170954847,72.09017899640078,34.46835126422329
srv-001,2025-08-10 09:51:00,44.9749964209029,56.75697394348821,65.74717560836596,41.5138946827919
srv-001,2025-08-10 09:56:00,47.13856179674672,59.3141265871066,59.0131922870063,35.49726196603668
srv-001,2025-08-10 10:01:00,57.40527876150039,63.70487042855556,64.14352293641466,43.63713435040049
srv-001,2025-08-10 10:06:00,50.25314368044819,61.60479414084612,61.73043725646858,45.28028241656699
srv-001,2025-08-10 10:11:00,45.80034795985123,54.589529953173646,70.43335429872593,54.07699303468432
srv-001,2025-08-10 10:16:00,54.46158858289226,64.04738923274299,59.81598676968052,41.47116588956004
srv-001,2025-08-10 10:21:00,48.7946179029283,63.91027285608163,65.16744959980845,49.14342634449001
srv-001,2025-08-10 10:26:00,47.463522557523504,60.58579782747061,60.052523344696894,57.927052612018784
srv-001,2025-08-10 10:31:00,61.890897962196796,70.59105802197324,67.46403806607317,48.76399063971135
srv-001,2025-08-10 10:36:00,52.05961147131746,56.007931390691084,66.6274820275844,43.7191274494952
srv-001,2025-08-10 10:41:00,44.421555374509445,69.59570205604233,58.84105037846892,35.214412420099
srv-001,2025-08-10 10:46:00,42.72465893120818,70.25579222185637,61.51288713466989,42.21312648528218
srv-001,2025-08-10 10:51:00,48.90021390941708,58.438977168944234,60.29515768313252,41.77679742665146
srv-001,2025-08-10 10:56:00,38.27483134462888,68.62701749213774,61.171003919628184,33.6468264141958
srv-001,2025-08-10 11:01:00,51.359450193402104,62.85756862458258,64.8240207812639,24.297504306653018
srv-001,2025-08-10 11:06:00,47.37906945745941,56.43838892589861,65.91773769854272,43.8873330064905
srv-001,2025-08-10 11:11:00,42.492330391855624,61.88731293375144,61.34673769900458,30.84500524022406
srv-001,2025-08-10 11:16:00,50.22538822340669,62.01732007572231,57.7596069377166,50.35023299050911
srv-001,2025-08-10 11:21:00,49.90208974902698,64.61442373037917,60.51393653018277,30.835101978740994
srv-001,2025-08-10 11:26:00,53.34167286734701,67.46285744359136,62.37312456265067,30.65852125453397
srv-001,2025-08-10 11:31:00,45.3774645657671,68.7479856971389,60.283291905859414,42.8225061056187
srv-001,2025-08-10 11:36:00,55.30243911292422,58.24631119559001,55.20212569189485,33.13132535089244
srv-001,2025-08-10 11:41:00,42.239623190566846,69.60829921867676,59.05669614547922,55.096800036141865
srv-001,2025-08-10 11:46:00,60.278310469238534,63.93735158033697,60.137537690271486,52.645820298811536
srv-001,2025-08-10 11:51:00,30.933033704998905,66.78729593984744,66.75948259341752,39.21324220881605
srv-001,2025-08-10 11:56:00,44.525628772301275,62.06924123457578,60.35203490788271,33.74004481498202
srv-001,2025-08-10 12:01:00,40.294543661356705,68.01500087056857,61.32241090815102,34.852323821212956
srv-001,2025-08-10 12:06:00,48.77237739920156,59.66021624698235,63.99676518495894,34.00838888626916
